Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764550996,30,,Aggregated,13.500000,4.500000,120,220,370,460,750,1600,5800,7200,8600,8600,8600,1452,474,120.0,470.61777066189404,26.136700005736202,8648.524699994596,28367.89738292011
1764550997,30,,Aggregated,13.600000,4.400000,120,220,360,460,750,1600,5800,7200,8600,8600,8600,1468,480,120.0,466.4072303140239,26.136700005736202,8648.524699994596,28464.551089918255
1764550998,30,,Aggregated,13.900000,4.800000,120,210,360,460,750,1600,5800,7200,8600,8600,8600,1482,484,120.0,462.5272250344019,26.136700005736202,8648.524699994596,28505.89271255061
1764550999,30,,Aggregated,14.700000,4.900000,120,210,360,450,750,1600,5800,7200,8600,8600,8600,1497,489,120.0,458.3685828329715,26.136700005736202,8648.524699994596,28479.219104876418
1764551000,30,,Aggregated,14.300000,4.600000,120,200,350,450,730,1600,5800,6800,8600,8600,8600,1509,493,120.0,455.08872617688075,26.136700005736202,8648.524699994596,28432.613651424785
1764551001,30,,Aggregated,14.400000,4.500000,120,200,350,440,730,1600,5800,6800,8600,8600,8600,1528,495,120.0,451.1277949613036,26.136700005736202,8648.524699994596,28428.981020942407
1764551002,30,,Aggregated,13.800000,4.400000,120,200,350,440,730,1600,5800,6800,8600,8600,8600,1539,497,120.0,448.3968897991309,26.136700005736202,8648.524699994596,28439.896686159846
1764551003,30,,Aggregated,14.300000,4.300000,120,190,340,440,720,1500,5800,6800,8600,8600,8600,1555,504,120.0,444.86228199413654,26.136700005736202,8648.524699994596,28461.74469453376
1764551004,30,,Aggregated,13.900000,3.700000,110,190,340,430,720,1500,5800,6800,8600,8600,8600,1573,510,110.0,440.423476860032,26.136700005736202,8648.524699994596,28448.754609027335
1764551005,30,,Aggregated,14.800000,4.300000,110,190,340,430,710,1500,5800,6800,8600,8600,8600,1586,515,110.0,437.32840056799927,26.136700005736202,8648.524699994596,28452.927490542246
1764551006,30,,Aggregated,14.100000,3.900000,110,190,330,430,710,1500,5800,6800,8600,8600,8600,1599,519,110.0,434.5848279554457,26.136700005736202,8648.524699994596,28446.076923076922
1764551007,30,,Aggregated,14.500000,4.300000,110,180,330,420,710,1300,5700,6800,8600,8600,8600,1614,524,110.0,431.76269640692306,26.136700005736202,8648.524699994596,28449.90458488228
1764551008,30,,Aggregated,14.800000,4.400000,110,180,330,430,710,1300,5700,6800,8600,8600,8600,1617,526,110.0,432.4272392088998,26.136700005736202,8648.524699994596,28444.04205318491
1764551009,30,,Aggregated,14.500000,4.400000,110,190,340,440,750,1300,5700,6800,8600,8600,8600,1629,532,110.0,438.1128758138786,26.136700005736202,8648.524699994596,28492.890730509516
1764551010,30,,Aggregated,13.900000,4.200000,120,190,340,440,750,1300,5700,6800,8600,8600,8600,1647,537,120.0,438.07191196157237,26.136700005736202,8648.524699994596,28434.36551305404
1764551011,30,,Aggregated,12.500000,3.900000,110,190,340,440,750,1300,5600,6800,8600,8600,8600,1660,541,110.0,435.1391085546782,26.136700005736202,8648.524699994596,28442.780120481926
1764551012,30,,Aggregated,14.100000,4.400000,110,190,340,440,730,1300,5600,6800,8600,8600,8600,1675,544,110.0,432.1738896720848,26.136700005736202,8648.524699994596,28440.711641791044
1764551013,30,,Aggregated,13.000000,4.300000,110,190,340,430,730,1300,5600,6800,8600,8600,8600,1691,551,110.0,428.62871578988666,26.136700005736202,8648.524699994596,28502.128326434064
1764551014,30,,Aggregated,13.600000,4.700000,110,180,330,430,730,1300,5400,6200,8600,8600,8600,1705,555,110.0,425.4120545458872,26.136700005736202,8648.524699994596,28424.375366568915
1764551015,30,,Aggregated,12.600000,4.300000,110,180,330,430,730,1300,5400,6200,8600,8600,8600,1716,559,110.0,423.0921115971444,26.136700005736202,8648.524699994596,28459.191142191143
1764551016,30,,Aggregated,13.400000,4.800000,110,180,330,430,720,1300,5400,6200,8600,8600,8600,1732,564,110.0,419.70166391498805,26.136700005736202,8648.524699994596,28458.783487297922
1764551017,30,,Aggregated,13.100000,4.500000,110,170,330,420,720,1300,5400,6200,8600,8600,8600,1748,568,110.0,416.96481624755967,26.136700005736202,8648.524699994596,28434.240274599542
1764551018,30,,Aggregated,12.800000,4.200000,110,170,320,410,710,1200,5400,6200,8600,8600,8600,1763,576,110.0,414.8672580831679,26.136700005736202,8648.524699994596,28469.63471355644
1764551019,30,,Aggregated,12.900000,4.300000,110,170,310,410,710,1200,5400,6200,8600,8600,8600,1776,579,110.0,412.38685078862363,26.136700005736202,8648.524699994596,28539.326576576575
1764551020,30,,Aggregated,14.400000,4.900000,110,170,300,400,710,1200,5400,6200,8600,8600,8600,1793,585,110.0,408.9078201341597,26.136700005736202,8648.524699994596,28537.62911321807
